C,B,A
seaward,defoe-robinson-103.txt,5.68E-06
seconds,defoe-robinson-103.txt,5.68E-06
sedately,defoe-robinson-103.txt,5.68E-06
seedcorn,defoe-robinson-103.txt,5.68E-06
seeds,defoe-robinson-103.txt,5.68E-06
semi,defoe-robinson-103.txt,5.68E-06
senegal,defoe-robinson-103.txt,5.68E-06
sentenced,defoe-robinson-103.txt,5.68E-06
sentiments,defoe-robinson-103.txt,5.68E-06
sentinel,defoe-robinson-103.txt,5.68E-06
sepak,defoe-robinson-103.txt,5.68E-06
sequel,defoe-robinson-103.txt,5.68E-06
serviceable,defoe-robinson-103.txt,5.68E-06
services,defoe-robinson-103.txt,5.68E-06
servitude,defoe-robinson-103.txt,5.68E-06
severest,defoe-robinson-103.txt,5.68E-06
shakee,defoe-robinson-103.txt,5.68E-06
shapable,defoe-robinson-103.txt,5.68E-06
sharpness,defoe-robinson-103.txt,5.68E-06
shelf,defoe-robinson-103.txt,5.68E-06
shells,defoe-robinson-103.txt,5.68E-06
shipwright,defoe-robinson-103.txt,5.68E-06
shocked,defoe-robinson-103.txt,5.68E-06
shod,defoe-robinson-103.txt,5.68E-06
shorten,defoe-robinson-103.txt,5.68E-06
shortened,defoe-robinson-103.txt,5.68E-06
shots,defoe-robinson-103.txt,5.68E-06
shouts,defoe-robinson-103.txt,5.68E-06
shrink,defoe-robinson-103.txt,5.68E-06
shuffling,defoe-robinson-103.txt,5.68E-06
sickle,defoe-robinson-103.txt,5.68E-06
sicklied,defoe-robinson-103.txt,5.68E-06
sideways,defoe-robinson-103.txt,5.68E-06
sieve,defoe-robinson-103.txt,5.68E-06
sifting,defoe-robinson-103.txt,5.68E-06
signified,defoe-robinson-103.txt,5.68E-06
silently,defoe-robinson-103.txt,5.68E-06
silks,defoe-robinson-103.txt,5.68E-06
similitude,defoe-robinson-103.txt,5.68E-06
simplicity,defoe-robinson-103.txt,5.68E-06
sinned,defoe-robinson-103.txt,5.68E-06
sinning,defoe-robinson-103.txt,5.68E-06
sip,defoe-robinson-103.txt,5.68E-06
sits,defoe-robinson-103.txt,5.68E-06
situate,defoe-robinson-103.txt,5.68E-06
sixpenny,defoe-robinson-103.txt,5.68E-06
skipper,defoe-robinson-103.txt,5.68E-06
skirt,defoe-robinson-103.txt,5.68E-06
slacker,defoe-robinson-103.txt,5.68E-06
slander,defoe-robinson-103.txt,5.68E-06
slanting,defoe-robinson-103.txt,5.68E-06
sleeves,defoe-robinson-103.txt,5.68E-06
slumbered,defoe-robinson-103.txt,5.68E-06
smallest,defoe-robinson-103.txt,5.68E-06
smallness,defoe-robinson-103.txt,5.68E-06
smelt,defoe-robinson-103.txt,5.68E-06
smoothly,defoe-robinson-103.txt,5.68E-06
smoothness,defoe-robinson-103.txt,5.68E-06
snowing,defoe-robinson-103.txt,5.68E-06
sociably,defoe-robinson-103.txt,5.68E-06
softness,defoe-robinson-103.txt,5.68E-06
solaced,defoe-robinson-103.txt,5.68E-06
sole,defoe-robinson-103.txt,5.68E-06
solemnly,defoe-robinson-103.txt,5.68E-06
solid,defoe-robinson-103.txt,5.68E-06
solitaire,defoe-robinson-103.txt,5.68E-06
solitariness,defoe-robinson-103.txt,5.68E-06
solitude,defoe-robinson-103.txt,5.68E-06
solomon,defoe-robinson-103.txt,5.68E-06
solstice,defoe-robinson-103.txt,5.68E-06
solver,defoe-robinson-103.txt,5.68E-06
sometime,defoe-robinson-103.txt,5.68E-06
sop,defoe-robinson-103.txt,5.68E-06
southeast,defoe-robinson-103.txt,5.68E-06
southernmost,defoe-robinson-103.txt,5.68E-06
southwardly,defoe-robinson-103.txt,5.68E-06
southwest,defoe-robinson-103.txt,5.68E-06
sovereignity,defoe-robinson-103.txt,5.68E-06
spake,defoe-robinson-103.txt,5.68E-06
sparkled,defoe-robinson-103.txt,5.68E-06
sparkling,defoe-robinson-103.txt,5.68E-06
spars,defoe-robinson-103.txt,5.68E-06
speakee,defoe-robinson-103.txt,5.68E-06
spending,defoe-robinson-103.txt,5.68E-06
spice,defoe-robinson-103.txt,5.68E-06
spies,defoe-robinson-103.txt,5.68E-06
spikes,defoe-robinson-103.txt,5.68E-06
spin,defoe-robinson-103.txt,5.68E-06
spindle,defoe-robinson-103.txt,5.68E-06
splintered,defoe-robinson-103.txt,5.68E-06
spoiling,defoe-robinson-103.txt,5.68E-06
spoilt,defoe-robinson-103.txt,5.68E-06
spotted,defoe-robinson-103.txt,5.68E-06
springing,defoe-robinson-103.txt,5.68E-06
spritsail,defoe-robinson-103.txt,5.68E-06
spur,defoe-robinson-103.txt,5.68E-06
squab,defoe-robinson-103.txt,5.68E-06
squall,defoe-robinson-103.txt,5.68E-06
squares,defoe-robinson-103.txt,5.68E-06
squaring,defoe-robinson-103.txt,5.68E-06
sse,defoe-robinson-103.txt,5.68E-06
stages,defoe-robinson-103.txt,5.68E-06
staining,defoe-robinson-103.txt,5.68E-06
stake,defoe-robinson-103.txt,5.68E-06
stamp,defoe-robinson-103.txt,5.68E-06
standard,defoe-robinson-103.txt,5.68E-06
staring,defoe-robinson-103.txt,5.68E-06
startled,defoe-robinson-103.txt,5.68E-06
statesman,defoe-robinson-103.txt,5.68E-06
stating,defoe-robinson-103.txt,5.68E-06
staves,defoe-robinson-103.txt,5.68E-06
steady,defoe-robinson-103.txt,5.68E-06
steering,defoe-robinson-103.txt,5.68E-06
stewing,defoe-robinson-103.txt,5.68E-06
stitching,defoe-robinson-103.txt,5.68E-06
stocked,defoe-robinson-103.txt,5.68E-06
stocking,defoe-robinson-103.txt,5.68E-06
stoic,defoe-robinson-103.txt,5.68E-06
storehouse,defoe-robinson-103.txt,5.68E-06
stories,defoe-robinson-103.txt,5.68E-06
strait,defoe-robinson-103.txt,5.68E-06
straits,defoe-robinson-103.txt,5.68E-06
stranded,defoe-robinson-103.txt,5.68E-06
strangest,defoe-robinson-103.txt,5.68E-06
stratagems,defoe-robinson-103.txt,5.68E-06
strides,defoe-robinson-103.txt,5.68E-06
strive,defoe-robinson-103.txt,5.68E-06
strolled,defoe-robinson-103.txt,5.68E-06
strongest,defoe-robinson-103.txt,5.68E-06
struggles,defoe-robinson-103.txt,5.68E-06
stuffed,defoe-robinson-103.txt,5.68E-06
stuffs,defoe-robinson-103.txt,5.68E-06
stupid,defoe-robinson-103.txt,5.68E-06
subjection,defoe-robinson-103.txt,5.68E-06
sublunary,defoe-robinson-103.txt,5.68E-06
subordinate,defoe-robinson-103.txt,5.68E-06
subsequent,defoe-robinson-103.txt,5.68E-06
subsisting,defoe-robinson-103.txt,5.68E-06
substance,defoe-robinson-103.txt,5.68E-06
subtilty,defoe-robinson-103.txt,5.68E-06
succades,defoe-robinson-103.txt,5.68E-06
successors,defoe-robinson-103.txt,5.68E-06
sufferings,defoe-robinson-103.txt,5.68E-06
suffocation,defoe-robinson-103.txt,5.68E-06
suggesting,defoe-robinson-103.txt,5.68E-06
sullenness,defoe-robinson-103.txt,5.68E-06
summon,defoe-robinson-103.txt,5.68E-06
sunday,defoe-robinson-103.txt,5.68E-06
superstitiously,defoe-robinson-103.txt,5.68E-06
supped,defoe-robinson-103.txt,5.68E-06
supplied,defoe-robinson-103.txt,5.68E-06
supporting,defoe-robinson-103.txt,5.68E-06
surf,defoe-robinson-103.txt,5.68E-06
surly,defoe-robinson-103.txt,5.68E-06
surmount,defoe-robinson-103.txt,5.68E-06
surperme,defoe-robinson-103.txt,5.68E-06
surprisingly,defoe-robinson-103.txt,5.68E-06
surveying,defoe-robinson-103.txt,5.68E-06
suspect,defoe-robinson-103.txt,5.68E-06
suspected,defoe-robinson-103.txt,5.68E-06
suspicion,defoe-robinson-103.txt,5.68E-06
sw,defoe-robinson-103.txt,5.68E-06
swallow,defoe-robinson-103.txt,5.68E-06
sweats,defoe-robinson-103.txt,5.68E-06
sweeten,defoe-robinson-103.txt,5.68E-06
sweets,defoe-robinson-103.txt,5.68E-06
swell,defoe-robinson-103.txt,5.68E-06
swiftest,defoe-robinson-103.txt,5.68E-06
swoon,defoe-robinson-103.txt,5.68E-06
tailoring,defoe-robinson-103.txt,5.68E-06
talons,defoe-robinson-103.txt,5.68E-06
tarpaulin,defoe-robinson-103.txt,5.68E-06
tarshish,defoe-robinson-103.txt,5.68E-06
teacher,defoe-robinson-103.txt,5.68E-06
ted,defoe-robinson-103.txt,5.68E-06
tediousness,defoe-robinson-103.txt,5.68E-06
tells,defoe-robinson-103.txt,5.68E-06
temperance,defoe-robinson-103.txt,5.68E-06
tempests,defoe-robinson-103.txt,5.68E-06
temple,defoe-robinson-103.txt,5.68E-06
tempt,defoe-robinson-103.txt,5.68E-06
temptation,defoe-robinson-103.txt,5.68E-06
temptations,defoe-robinson-103.txt,5.68E-06
tempters,defoe-robinson-103.txt,5.68E-06
tempting,defoe-robinson-103.txt,5.68E-06
tendency,defoe-robinson-103.txt,5.68E-06
tenderness,defoe-robinson-103.txt,5.68E-06
tending,defoe-robinson-103.txt,5.68E-06
teneriffe,defoe-robinson-103.txt,5.68E-06
tenfold,defoe-robinson-103.txt,5.68E-06
terra,defoe-robinson-103.txt,5.68E-06
terrace,defoe-robinson-103.txt,5.68E-06
testament,defoe-robinson-103.txt,5.68E-06
tethered,defoe-robinson-103.txt,5.68E-06
thatch,defoe-robinson-103.txt,5.68E-06
thicker,defoe-robinson-103.txt,5.68E-06
thickets,defoe-robinson-103.txt,5.68E-06
thickness,defoe-robinson-103.txt,5.68E-06
thirteen,defoe-robinson-103.txt,5.68E-06
thongs,defoe-robinson-103.txt,5.68E-06
thorny,defoe-robinson-103.txt,5.68E-06
thoroughly,defoe-robinson-103.txt,5.68E-06
thrashed,defoe-robinson-103.txt,5.68E-06
threaten,defoe-robinson-103.txt,5.68E-06
thrive,defoe-robinson-103.txt,5.68E-06
throne,defoe-robinson-103.txt,5.68E-06
throughfare,defoe-robinson-103.txt,5.68E-06
throve,defoe-robinson-103.txt,5.68E-06
throws,defoe-robinson-103.txt,5.68E-06
thumb,defoe-robinson-103.txt,5.68E-06
thundered,defoe-robinson-103.txt,5.68E-06
thy,defoe-robinson-103.txt,5.68E-06
ticklish,defoe-robinson-103.txt,5.68E-06
tided,defoe-robinson-103.txt,5.68E-06
tidings,defoe-robinson-103.txt,5.68E-06
tile,defoe-robinson-103.txt,5.68E-06
tiles,defoe-robinson-103.txt,5.68E-06
tinderbox,defoe-robinson-103.txt,5.68E-06
tipped,defoe-robinson-103.txt,5.68E-06
todos,defoe-robinson-103.txt,5.68E-06
tolerably,defoe-robinson-103.txt,5.68E-06
tomorrow,defoe-robinson-103.txt,5.68E-06
tongs,defoe-robinson-103.txt,5.68E-06
tons,defoe-robinson-103.txt,5.68E-06
tool,defoe-robinson-103.txt,5.68E-06
topmasts,defoe-robinson-103.txt,5.68E-06
torbay,defoe-robinson-103.txt,5.68E-06
toss,defoe-robinson-103.txt,5.68E-06
totally,defoe-robinson-103.txt,5.68E-06
totter,defoe-robinson-103.txt,5.68E-06
tough,defoe-robinson-103.txt,5.68E-06
tours,defoe-robinson-103.txt,5.68E-06
towns,defoe-robinson-103.txt,5.68E-06
tractable,defoe-robinson-103.txt,5.68E-06
trades,defoe-robinson-103.txt,5.68E-06
tranquillity,defoe-robinson-103.txt,5.68E-06
transaction,defoe-robinson-103.txt,5.68E-06
travelers,defoe-robinson-103.txt,5.68E-06
travels,defoe-robinson-103.txt,5.68E-06
traversing,defoe-robinson-103.txt,5.68E-06
tread,defoe-robinson-103.txt,5.68E-06
trembles,defoe-robinson-103.txt,5.68E-06
triangle,defoe-robinson-103.txt,5.68E-06
trinidad,defoe-robinson-103.txt,5.68E-06
troublesome,defoe-robinson-103.txt,5.68E-06
trough,defoe-robinson-103.txt,5.68E-06
truncheon,defoe-robinson-103.txt,5.68E-06
trusty,defoe-robinson-103.txt,5.68E-06
tumbling,defoe-robinson-103.txt,5.68E-06
turfs,defoe-robinson-103.txt,5.68E-06
turkish,defoe-robinson-103.txt,5.68E-06
turnip,defoe-robinson-103.txt,5.68E-06
twinkled,defoe-robinson-103.txt,5.68E-06
twofold,defoe-robinson-103.txt,5.68E-06
unavoidable,defoe-robinson-103.txt,5.68E-06
unbound,defoe-robinson-103.txt,5.68E-06
uncertain,defoe-robinson-103.txt,5.68E-06
uncharged,defoe-robinson-103.txt,5.68E-06
uncoined,defoe-robinson-103.txt,5.68E-06
uncured,defoe-robinson-103.txt,5.68E-06
undermine,defoe-robinson-103.txt,5.68E-06
undermost,defoe-robinson-103.txt,5.68E-06
underwood,defoe-robinson-103.txt,5.68E-06
undisposed,defoe-robinson-103.txt,5.68E-06
uneasinesses,defoe-robinson-103.txt,5.68E-06
unembodied,defoe-robinson-103.txt,5.68E-06
uneven,defoe-robinson-103.txt,5.68E-06
unexpectedly,defoe-robinson-103.txt,5.68E-06
unfaithful,defoe-robinson-103.txt,5.68E-06
unfeigned,defoe-robinson-103.txt,5.68E-06
unforeseen,defoe-robinson-103.txt,5.68E-06
unforseen,defoe-robinson-103.txt,5.68E-06
unhabitable,defoe-robinson-103.txt,5.68E-06
unhappiest,defoe-robinson-103.txt,5.68E-06
uninhibited,defoe-robinson-103.txt,5.68E-06
uninterrupted,defoe-robinson-103.txt,5.68E-06
united,defoe-robinson-103.txt,5.68E-06
unjustifiable,defoe-robinson-103.txt,5.68E-06
unkindly,defoe-robinson-103.txt,5.68E-06
unlikely,defoe-robinson-103.txt,5.68E-06
unpassable,defoe-robinson-103.txt,5.68E-06
unpunished,defoe-robinson-103.txt,5.68E-06
unqualified,defoe-robinson-103.txt,5.68E-06
unquestioned,defoe-robinson-103.txt,5.68E-06
unquiet,defoe-robinson-103.txt,5.68E-06
unspeakable,defoe-robinson-103.txt,5.68E-06
unspoiled,defoe-robinson-103.txt,5.68E-06
unspotted,defoe-robinson-103.txt,5.68E-06
unthankful,defoe-robinson-103.txt,5.68E-06
unthinking,defoe-robinson-103.txt,5.68E-06
untie,defoe-robinson-103.txt,5.68E-06
uphill,defoe-robinson-103.txt,5.68E-06
urge,defoe-robinson-103.txt,5.68E-06
usefulness,defoe-robinson-103.txt,5.68E-06
vacant,defoe-robinson-103.txt,5.68E-06
vanished,defoe-robinson-103.txt,5.68E-06
vastly,defoe-robinson-103.txt,5.68E-06
veneration,defoe-robinson-103.txt,5.68E-06
vengeance,defoe-robinson-103.txt,5.68E-06
ventures,defoe-robinson-103.txt,5.68E-06
venturous,defoe-robinson-103.txt,5.68E-06
verdure,defoe-robinson-103.txt,5.68E-06
vernal,defoe-robinson-103.txt,5.68E-06
vestiges,defoe-robinson-103.txt,5.68E-06
vesting,defoe-robinson-103.txt,5.68E-06
vice,defoe-robinson-103.txt,5.68E-06
vicissitudes,defoe-robinson-103.txt,5.68E-06
victors,defoe-robinson-103.txt,5.68E-06
viewed,defoe-robinson-103.txt,5.68E-06
villages,defoe-robinson-103.txt,5.68E-06
villainous,defoe-robinson-103.txt,5.68E-06
vindictive,defoe-robinson-103.txt,5.68E-06
virginians,defoe-robinson-103.txt,5.68E-06
visibly,defoe-robinson-103.txt,5.68E-06
visited,defoe-robinson-103.txt,5.68E-06
visits,defoe-robinson-103.txt,5.68E-06
vitiated,defoe-robinson-103.txt,5.68E-06
vivacity,defoe-robinson-103.txt,5.68E-06
volume,defoe-robinson-103.txt,5.68E-06
vomit,defoe-robinson-103.txt,5.68E-06
vulgarly,defoe-robinson-103.txt,5.68E-06
wa,defoe-robinson-103.txt,5.68E-06
waded,defoe-robinson-103.txt,5.68E-06
waf,defoe-robinson-103.txt,5.68E-06
waive,defoe-robinson-103.txt,5.68E-06
waken,defoe-robinson-103.txt,5.68E-06
wakened,defoe-robinson-103.txt,5.68E-06
wallowed,defoe-robinson-103.txt,5.68E-06
wallowing,defoe-robinson-103.txt,5.68E-06
warehouse,defoe-robinson-103.txt,5.68E-06
wariness,defoe-robinson-103.txt,5.68E-06
warmth,defoe-robinson-103.txt,5.68E-06
warn,defoe-robinson-103.txt,5.68E-06
wars,defoe-robinson-103.txt,5.68E-06
wax,defoe-robinson-103.txt,5.68E-06
weakening,defoe-robinson-103.txt,5.68E-06
wealthy,defoe-robinson-103.txt,5.68E-06
weave,defoe-robinson-103.txt,5.68E-06
weekly,defoe-robinson-103.txt,5.68E-06
weighty,defoe-robinson-103.txt,5.68E-06
wells,defoe-robinson-103.txt,5.68E-06
whch,defoe-robinson-103.txt,5.68E-06
wheat,defoe-robinson-103.txt,5.68E-06
whelmed,defoe-robinson-103.txt,5.68E-06
whelming,defoe-robinson-103.txt,5.68E-06
whereabouts,defoe-robinson-103.txt,5.68E-06
whereby,defoe-robinson-103.txt,5.68E-06
wherer,defoe-robinson-103.txt,5.68E-06
whiles,defoe-robinson-103.txt,5.68E-06
whimsical,defoe-robinson-103.txt,5.68E-06
whimsies,defoe-robinson-103.txt,5.68E-06
wick,defoe-robinson-103.txt,5.68E-06
wickedly,defoe-robinson-103.txt,5.68E-06
wickerware,defoe-robinson-103.txt,5.68E-06
widening,defoe-robinson-103.txt,5.68E-06
wildcat,defoe-robinson-103.txt,5.68E-06
willingness,defoe-robinson-103.txt,5.68E-06
wills,defoe-robinson-103.txt,5.68E-06
wing,defoe-robinson-103.txt,5.68E-06
wings,defoe-robinson-103.txt,5.68E-06
wink,defoe-robinson-103.txt,5.68E-06
wipe,defoe-robinson-103.txt,5.68E-06
wire,defoe-robinson-103.txt,5.68E-06
wiser,defoe-robinson-103.txt,5.68E-06
wishing,defoe-robinson-103.txt,5.68E-06
wishings,defoe-robinson-103.txt,5.68E-06
wit,defoe-robinson-103.txt,5.68E-06
withstood,defoe-robinson-103.txt,5.68E-06
wool,defoe-robinson-103.txt,5.68E-06
workers,defoe-robinson-103.txt,5.68E-06
workmen,defoe-robinson-103.txt,5.68E-06
worthy,defoe-robinson-103.txt,5.68E-06
woud,defoe-robinson-103.txt,5.68E-06
wouldest,defoe-robinson-103.txt,5.68E-06
wounding,defoe-robinson-103.txt,5.68E-06
wranglings,defoe-robinson-103.txt,5.68E-06
wrapping,defoe-robinson-103.txt,5.68E-06
wrapt,defoe-robinson-103.txt,5.68E-06
wrench,defoe-robinson-103.txt,5.68E-06
wretchedly,defoe-robinson-103.txt,5.68E-06
wring,defoe-robinson-103.txt,5.68E-06
writ,defoe-robinson-103.txt,5.68E-06
writings,defoe-robinson-103.txt,5.68E-06
wronged,defoe-robinson-103.txt,5.68E-06
wrongs,defoe-robinson-103.txt,5.68E-06
wrung,defoe-robinson-103.txt,5.68E-06
wsw,defoe-robinson-103.txt,5.68E-06
yardarm,defoe-robinson-103.txt,5.68E-06
yearling,defoe-robinson-103.txt,5.68E-06
yell,defoe-robinson-103.txt,5.68E-06
yellings,defoe-robinson-103.txt,5.68E-06
yorkshire,defoe-robinson-103.txt,5.68E-06
yourn,defoe-robinson-103.txt,5.68E-06
yours,defoe-robinson-103.txt,5.68E-06
yourself,defoe-robinson-103.txt,5.68E-06
zee,defoe-robinson-103.txt,5.68E-06
zenith,defoe-robinson-103.txt,5.68E-06
a,defoe-robinson-103.txt,0
a,callwild,0
abide,defoe-robinson-103.txt,0
abide,callwild,0
able,callwild,0
able,defoe-robinson-103.txt,0
about,callwild,0
about,defoe-robinson-103.txt,0
above,callwild,0
above,defoe-robinson-103.txt,0
abroad,callwild,0
abroad,defoe-robinson-103.txt,0
absent,callwild,0
absent,defoe-robinson-103.txt,0
abundance,defoe-robinson-103.txt,0
abundance,callwild,0
accepted,callwild,0
accepted,defoe-robinson-103.txt,0
accident,callwild,0
accident,defoe-robinson-103.txt,0
accompanied,defoe-robinson-103.txt,0
accompanied,callwild,0
according,callwild,0
according,defoe-robinson-103.txt,0
account,defoe-robinson-103.txt,0
account,callwild,0
acknowledged,defoe-robinson-103.txt,0
acknowledged,callwild,0
acquaintance,callwild,0
acquaintance,defoe-robinson-103.txt,0
across,defoe-robinson-103.txt,0
across,callwild,0
acted,defoe-robinson-103.txt,0
acted,callwild,0
acting,callwild,0
acting,defoe-robinson-103.txt,0
action,callwild,0
action,defoe-robinson-103.txt,0
actions,defoe-robinson-103.txt,0
actions,callwild,0
added,callwild,0
added,defoe-robinson-103.txt,0
addition,defoe-robinson-103.txt,0
addition,callwild,0
additional,defoe-robinson-103.txt,0
additional,callwild,0
administration,callwild,0
administration,defoe-robinson-103.txt,0
admiration,defoe-robinson-103.txt,0
admiration,callwild,0
advance,defoe-robinson-103.txt,0
advance,callwild,0
advanced,defoe-robinson-103.txt,0
advanced,callwild,0
advantage,defoe-robinson-103.txt,0
advantage,callwild,0
adventure,callwild,0
adventure,defoe-robinson-103.txt,0
adventures,callwild,0
adventures,defoe-robinson-103.txt,0
advice,defoe-robinson-103.txt,0
advice,callwild,0
affair,defoe-robinson-103.txt,0
affair,callwild,0
affected,defoe-robinson-103.txt,0
affected,callwild,0
affection,callwild,0
affection,defoe-robinson-103.txt,0
afford,callwild,0
afford,defoe-robinson-103.txt,0
afraid,defoe-robinson-103.txt,0
afraid,callwild,0
after,callwild,0
after,defoe-robinson-103.txt,0
afternoon,defoe-robinson-103.txt,0
afternoon,callwild,0
afterward,defoe-robinson-103.txt,0
afterward,callwild,0
again,defoe-robinson-103.txt,0
again,callwild,0
against,callwild,0
against,defoe-robinson-103.txt,0
agent,defoe-robinson-103.txt,0
agent,callwild,0
ages,defoe-robinson-103.txt,0
ages,callwild,0
agony,callwild,0
agony,defoe-robinson-103.txt,0
ahead,callwild,0
ahead,defoe-robinson-103.txt,0
air,defoe-robinson-103.txt,0
air,callwild,0
alive,callwild,0
alive,defoe-robinson-103.txt,0
all,defoe-robinson-103.txt,0
all,callwild,0
allowed,defoe-robinson-103.txt,0
allowed,callwild,0
allowing,callwild,0
allowing,defoe-robinson-103.txt,0
almost,callwild,0
almost,defoe-robinson-103.txt,0
alone,callwild,0
alone,defoe-robinson-103.txt,0
along,callwild,0
along,defoe-robinson-103.txt,0
aloud,defoe-robinson-103.txt,0
aloud,callwild,0
already,callwild,0
already,defoe-robinson-103.txt,0
also,defoe-robinson-103.txt,0
also,callwild,0
alter,callwild,0
alter,defoe-robinson-103.txt,0
always,defoe-robinson-103.txt,0
always,callwild,0
ambition,defoe-robinson-103.txt,0
ambition,callwild,0
ambuscade,defoe-robinson-103.txt,0
ambuscade,callwild,0
ammunition,callwild,0
ammunition,defoe-robinson-103.txt,0
among,callwild,0
among,defoe-robinson-103.txt,0
amongst,defoe-robinson-103.txt,0
amongst,callwild,0
amount,callwild,0
amount,defoe-robinson-103.txt,0
an,callwild,0
an,defoe-robinson-103.txt,0
anchor,callwild,0
anchor,defoe-robinson-103.txt,0
ancient,callwild,0
ancient,defoe-robinson-103.txt,0
and,defoe-robinson-103.txt,0
and,callwild,0
angry,callwild,0
angry,defoe-robinson-103.txt,0
animal,callwild,0
animal,defoe-robinson-103.txt,0
animated,defoe-robinson-103.txt,0
animated,callwild,0
another,callwild,0
another,defoe-robinson-103.txt,0
answer,defoe-robinson-103.txt,0
answer,callwild,0
answered,callwild,0
answered,defoe-robinson-103.txt,0
answering,defoe-robinson-103.txt,0
answering,callwild,0
answers,defoe-robinson-103.txt,0
answers,callwild,0
anxious,callwild,0
anxious,defoe-robinson-103.txt,0
any,callwild,0
any,defoe-robinson-103.txt,0
anything,callwild,0
anything,defoe-robinson-103.txt,0
apart,defoe-robinson-103.txt,0
apart,callwild,0
