A,B
29006,2.28E-06
52346,2.28E-06
52347,2.28E-06
52348,2.28E-06
52349,2.28E-06
32350,2.28E-06
47782,2.28E-06
28622,2.27E-06
28624,2.27E-06
28628,2.27E-06
28630,2.27E-06
28634,2.27E-06
28635,2.27E-06
13877,2.27E-06
47404,2.27E-06
47866,2.27E-06
48668,2.27E-06
48669,2.27E-06
25052,2.27E-06
47231,2.27E-06
66019,2.27E-06
45945,2.27E-06
43035,2.27E-06
43036,2.27E-06
43037,2.27E-06
43038,2.27E-06
43039,2.27E-06
43040,2.27E-06
43041,2.27E-06
43042,2.27E-06
8389,2.27E-06
8885,2.27E-06
22247,2.27E-06
25117,2.27E-06
27383,2.27E-06
29297,2.27E-06
29300,2.27E-06
29302,2.27E-06
29304,2.27E-06
29305,2.27E-06
29306,2.27E-06
29307,2.27E-06
29309,2.27E-06
29311,2.27E-06
29313,2.27E-06
29314,2.27E-06
71972,2.27E-06
16298,2.27E-06
29225,2.27E-06
29226,2.27E-06
29228,2.27E-06
29229,2.27E-06
29232,2.27E-06
29233,2.27E-06
19870,2.27E-06
46689,2.27E-06
265,2.27E-06
7718,2.27E-06
16074,2.27E-06
16076,2.27E-06
16078,2.27E-06
16079,2.27E-06
16081,2.27E-06
16082,2.27E-06
16083,2.27E-06
14938,2.27E-06
41725,2.27E-06
41726,2.27E-06
41728,2.27E-06
41729,2.27E-06
41730,2.27E-06
41732,2.27E-06
22847,2.27E-06
26783,2.27E-06
49747,2.27E-06
11525,2.27E-06
12946,2.27E-06
29630,2.27E-06
24935,2.27E-06
36626,2.27E-06
36628,2.27E-06
17306,2.27E-06
38366,2.27E-06
38368,2.27E-06
38369,2.27E-06
38370,2.27E-06
38372,2.27E-06
38374,2.27E-06
38377,2.27E-06
38378,2.27E-06
14737,2.27E-06
25986,2.27E-06
25987,2.27E-06
47552,2.27E-06
38111,2.27E-06
60955,2.27E-06
72664,2.27E-06
29512,2.27E-06
29513,2.27E-06
29514,2.27E-06
5914,2.27E-06
37393,2.27E-06
42095,2.27E-06
42101,2.27E-06
42102,2.27E-06
42104,2.27E-06
42105,2.27E-06
42106,2.27E-06
42107,2.27E-06
42109,2.27E-06
42110,2.27E-06
42112,2.27E-06
42113,2.27E-06
42116,2.27E-06
23964,2.27E-06
69635,2.27E-06
69636,2.27E-06
69637,2.27E-06
20254,2.27E-06
50909,2.27E-06
50910,2.27E-06
50911,2.27E-06
51978,2.27E-06
64703,2.27E-06
40838,2.27E-06
35046,2.27E-06
43109,2.27E-06
43112,2.27E-06
35407,2.27E-06
44095,2.27E-06
40300,2.27E-06
22922,2.27E-06
22935,2.27E-06
33716,2.27E-06
40201,2.27E-06
40204,2.27E-06
40205,2.27E-06
40206,2.27E-06
40207,2.27E-06
40208,2.27E-06
40209,2.27E-06
40211,2.27E-06
47705,2.27E-06
47706,2.27E-06
47707,2.27E-06
47708,2.27E-06
11635,2.27E-06
9348,2.27E-06
22263,2.27E-06
22268,2.27E-06
51586,2.27E-06
45317,2.27E-06
9527,2.27E-06
35004,2.27E-06
35005,2.27E-06
35007,2.27E-06
56117,2.27E-06
43318,2.27E-06
57231,2.27E-06
41919,2.27E-06
40796,2.27E-06
40797,2.27E-06
29902,2.27E-06
50542,2.27E-06
50543,2.27E-06
50545,2.27E-06
50546,2.27E-06
31906,2.27E-06
31907,2.27E-06
27957,2.27E-06
39119,2.27E-06
39120,2.27E-06
39121,2.27E-06
64340,2.27E-06
64342,2.27E-06
44206,2.27E-06
11365,2.27E-06
21647,2.27E-06
34024,2.27E-06
62233,2.27E-06
54587,2.27E-06
54588,2.27E-06
54589,2.27E-06
7668,2.27E-06
29822,2.27E-06
29824,2.27E-06
42894,2.27E-06
64012,2.27E-06
64013,2.27E-06
64014,2.27E-06
64015,2.27E-06
64016,2.27E-06
35726,2.27E-06
35728,2.27E-06
35730,2.27E-06
49833,2.27E-06
30158,2.27E-06
27560,2.27E-06
479,2.27E-06
1385,2.27E-06
13871,2.27E-06
15745,2.27E-06
15746,2.27E-06
16607,2.27E-06
22514,2.27E-06
22519,2.27E-06
22520,2.27E-06
22521,2.27E-06
22526,2.27E-06
22527,2.27E-06
22529,2.27E-06
22532,2.27E-06
22533,2.27E-06
22534,2.27E-06
22535,2.27E-06
22536,2.27E-06
22540,2.27E-06
22542,2.27E-06
54058,2.27E-06
45562,2.27E-06
45563,2.27E-06
73111,2.27E-06
54037,2.27E-06
54038,2.27E-06
54039,2.27E-06
54040,2.27E-06
45247,2.27E-06
39133,2.27E-06
39134,2.27E-06
39135,2.27E-06
38326,2.27E-06
46084,2.27E-06
46085,2.27E-06
46086,2.27E-06
46088,2.27E-06
46089,2.27E-06
46090,2.27E-06
46091,2.27E-06
46092,2.27E-06
46093,2.27E-06
46094,2.27E-06
46095,2.27E-06
46096,2.27E-06
46097,2.27E-06
46098,2.27E-06
46099,2.27E-06
46101,2.27E-06
46728,2.27E-06
46729,2.27E-06
20524,2.27E-06
39708,2.27E-06
39709,2.27E-06
39710,2.27E-06
39711,2.27E-06
39712,2.27E-06
39713,2.27E-06
39714,2.27E-06
41960,2.27E-06
41961,2.27E-06
41962,2.27E-06
41968,2.27E-06
36156,2.27E-06
36157,2.27E-06
36158,2.27E-06
36159,2.27E-06
53322,2.26E-06
53323,2.26E-06
53324,2.26E-06
53325,2.26E-06
62167,2.26E-06
51664,2.26E-06
51665,2.26E-06
45905,2.26E-06
45906,2.26E-06
45907,2.26E-06
34044,2.26E-06
45795,2.26E-06
45796,2.26E-06
50468,2.26E-06
50476,2.26E-06
50477,2.26E-06
49648,2.26E-06
62293,2.26E-06
62294,2.26E-06
11736,2.26E-06
33437,2.26E-06
47282,2.26E-06
48471,2.26E-06
48472,2.26E-06
48478,2.26E-06
48479,2.26E-06
48481,2.26E-06
48483,2.26E-06
26029,2.26E-06
17416,2.26E-06
39496,2.26E-06
8256,2.26E-06
17031,2.26E-06
46969,2.26E-06
46970,2.26E-06
46972,2.26E-06
39927,2.26E-06
40131,2.26E-06
41315,2.26E-06
43453,2.26E-06
43454,2.26E-06
43455,2.26E-06
43456,2.26E-06
43457,2.26E-06
43458,2.26E-06
43459,2.26E-06
43461,2.26E-06
43462,2.26E-06
43464,2.26E-06
43466,2.26E-06
43467,2.26E-06
43468,2.26E-06
43469,2.26E-06
43470,2.26E-06
43479,2.26E-06
43481,2.26E-06
43483,2.26E-06
43484,2.26E-06
43486,2.26E-06
43487,2.26E-06
43488,2.26E-06
43489,2.26E-06
43490,2.26E-06
43493,2.26E-06
72844,2.26E-06
72845,2.26E-06
72846,2.26E-06
51720,2.26E-06
39080,2.26E-06
39082,2.26E-06
29606,2.26E-06
35063,2.26E-06
61850,2.26E-06
15749,2.26E-06
33323,2.26E-06
62347,2.26E-06
24075,2.26E-06
15324,2.26E-06
44894,2.26E-06
46693,2.26E-06
46694,2.26E-06
45273,2.26E-06
37366,2.26E-06
41644,2.26E-06
42657,2.26E-06
49327,2.26E-06
49328,2.26E-06
49329,2.26E-06
49330,2.26E-06
49331,2.26E-06
49332,2.26E-06
49333,2.26E-06
49334,2.26E-06
49335,2.26E-06
49336,2.26E-06
49337,2.26E-06
49338,2.26E-06
49339,2.26E-06
49340,2.26E-06
49341,2.26E-06
49346,2.26E-06
25498,2.26E-06
25500,2.26E-06
25501,2.26E-06
25502,2.26E-06
25503,2.26E-06
17377,2.26E-06
57849,2.26E-06
57850,2.26E-06
18809,2.26E-06
26019,2.26E-06
26020,2.26E-06
31931,2.26E-06
21069,2.26E-06
48414,2.26E-06
48415,2.26E-06
48416,2.26E-06
17382,2.26E-06
45018,2.26E-06
47482,2.26E-06
52889,2.26E-06
46650,2.26E-06
14252,2.26E-06
14255,2.26E-06
13771,2.26E-06
56130,2.26E-06
5420,2.26E-06
51578,2.26E-06
51582,2.26E-06
51583,2.26E-06
19182,2.26E-06
55472,2.26E-06
55473,2.26E-06
55474,2.26E-06
55475,2.26E-06
55476,2.26E-06
55477,2.26E-06
55478,2.26E-06
55479,2.26E-06
55480,2.26E-06
55466,2.26E-06
71947,2.26E-06
71954,2.26E-06
18024,2.26E-06
58743,2.26E-06
23163,2.26E-06
47596,2.26E-06
9981,2.26E-06
46307,2.26E-06
53018,2.26E-06
44816,2.26E-06
44817,2.26E-06
44818,2.26E-06
44819,2.26E-06
44820,2.26E-06
13236,2.26E-06
17339,2.26E-06
42340,2.26E-06
59888,2.26E-06
59889,2.26E-06
32705,2.26E-06
59089,2.26E-06
51666,2.26E-06
51667,2.26E-06
37465,2.26E-06
37466,2.26E-06
48345,2.26E-06
55594,2.26E-06
55595,2.26E-06
55596,2.26E-06
50950,2.26E-06
30231,2.26E-06
23220,2.26E-06
40885,2.26E-06
40886,2.26E-06
40888,2.26E-06
40889,2.26E-06
40893,2.26E-06
40895,2.26E-06
40896,2.26E-06
40898,2.26E-06
40901,2.26E-06
40903,2.26E-06
40904,2.26E-06
40905,2.26E-06
40907,2.26E-06
11935,2.26E-06
29438,2.26E-06
55379,2.26E-06
64689,2.26E-06
36217,2.26E-06
65996,2.26E-06
65997,2.26E-06
65998,2.26E-06
65999,2.26E-06
57792,2.26E-06
57793,2.26E-06
57794,2.26E-06
62714,2.26E-06
62715,2.26E-06
21271,2.26E-06
9852,2.26E-06
46569,2.26E-06
46570,2.26E-06
59007,2.26E-06
41577,2.26E-06
35027,2.26E-06
49150,2.26E-06
50960,2.26E-06
50961,2.26E-06
50962,2.26E-06
50963,2.26E-06
47245,2.26E-06
57736,2.26E-06
57738,2.26E-06
57739,2.26E-06
41132,2.26E-06
21328,2.26E-06
56585,2.26E-06
56587,2.26E-06
54174,2.26E-06
44880,2.26E-06
8401,2.26E-06
3288,2.26E-06
6010,2.26E-06
8329,2.26E-06
9500,2.26E-06
9522,2.26E-06
12813,2.26E-06
21531,2.26E-06
32119,2.26E-06
32120,2.26E-06
34141,2.26E-06
34619,2.26E-06
36500,2.26E-06
38738,2.26E-06
39703,2.26E-06
45411,2.26E-06
49161,2.26E-06
49751,2.26E-06
49795,2.26E-06
51027,2.26E-06
52089,2.26E-06
52090,2.26E-06
54117,2.26E-06
54700,2.26E-06
55268,2.26E-06
55675,2.26E-06
55935,2.26E-06
56128,2.26E-06
56450,2.26E-06
56775,2.26E-06
58501,2.26E-06
59526,2.26E-06
59807,2.26E-06
59808,2.26E-06
60681,2.26E-06
61246,2.26E-06
61871,2.26E-06
61972,2.26E-06
63053,2.26E-06
63439,2.26E-06
63548,2.26E-06
63550,2.26E-06
63551,2.26E-06
63791,2.26E-06
63792,2.26E-06
66805,2.26E-06
67072,2.26E-06
67369,2.26E-06
67370,2.26E-06
67371,2.26E-06
67600,2.26E-06
67602,2.26E-06
69238,2.26E-06
69239,2.26E-06
69240,2.26E-06
69241,2.26E-06
70374,2.26E-06
70375,2.26E-06
71043,2.26E-06
71044,2.26E-06
71045,2.26E-06
71046,2.26E-06
71548,2.26E-06
75250,2.26E-06
44167,2.26E-06
7446,2.26E-06
25473,2.26E-06
42056,2.26E-06
41873,2.26E-06
41875,2.26E-06
41876,2.26E-06
41187,2.26E-06
41188,2.26E-06
1373,2.26E-06
37591,2.26E-06
33007,2.26E-06
68796,2.26E-06
68797,2.26E-06
68798,2.26E-06
21313,2.25E-06
55537,2.25E-06
48737,2.25E-06
6841,2.25E-06
34723,2.25E-06
34724,2.25E-06
34725,2.25E-06
34726,2.25E-06
34727,2.25E-06
34730,2.25E-06
34731,2.25E-06
34733,2.25E-06
45555,2.25E-06
45556,2.25E-06
45557,2.25E-06
45458,2.25E-06
45172,2.25E-06
45173,2.25E-06
40515,2.25E-06
40517,2.25E-06
40518,2.25E-06
40519,2.25E-06
40522,2.25E-06
40525,2.25E-06
40528,2.25E-06
40529,2.25E-06
40530,2.25E-06
40531,2.25E-06
46168,2.25E-06
50523,2.25E-06
42607,2.25E-06
42304,2.25E-06
42306,2.25E-06
23010,2.25E-06
27859,2.25E-06
57567,2.25E-06
57568,2.25E-06
2745,2.25E-06
21049,2.25E-06
21050,2.25E-06
49220,2.25E-06
52031,2.25E-06
61244,2.25E-06
48397,2.25E-06
47958,2.25E-06
14863,2.25E-06
53020,2.25E-06
53021,2.25E-06
53023,2.25E-06
53024,2.25E-06
13479,2.25E-06
31698,2.25E-06
31699,2.25E-06
31702,2.25E-06
31706,2.25E-06
31709,2.25E-06
31710,2.25E-06
31711,2.25E-06
31716,2.25E-06
31720,2.25E-06
31721,2.25E-06
31723,2.25E-06
31724,2.25E-06
31725,2.25E-06
31726,2.25E-06
31728,2.25E-06
31729,2.25E-06
31730,2.25E-06
31731,2.25E-06
31732,2.25E-06
31733,2.25E-06
31735,2.25E-06
31736,2.25E-06
31737,2.25E-06
31742,2.25E-06
31744,2.25E-06
72471,2.25E-06
72472,2.25E-06
72473,2.25E-06
72474,2.25E-06
72475,2.25E-06
72476,2.25E-06
72477,2.25E-06
72478,2.25E-06
72479,2.25E-06
72480,2.25E-06
72481,2.25E-06
72482,2.25E-06
72483,2.25E-06
72484,2.25E-06
72485,2.25E-06
72486,2.25E-06
72487,2.25E-06
72488,2.25E-06
72489,2.25E-06
72490,2.25E-06
72491,2.25E-06
72492,2.25E-06
72493,2.25E-06
72494,2.25E-06
72495,2.25E-06
72496,2.25E-06
72497,2.25E-06
72498,2.25E-06
72499,2.25E-06
72500,2.25E-06
72502,2.25E-06
72503,2.25E-06
72505,2.25E-06
72506,2.25E-06
72508,2.25E-06
72509,2.25E-06
72510,2.25E-06
72511,2.25E-06
72757,2.25E-06
35959,2.25E-06
35960,2.25E-06
35961,2.25E-06
35962,2.25E-06
25474,2.25E-06
47926,2.25E-06
56872,2.25E-06
50087,2.25E-06
73579,2.25E-06
33523,2.25E-06
48408,2.25E-06
48409,2.25E-06
48410,2.25E-06
31325,2.25E-06
40790,2.25E-06
58552,2.25E-06
39154,2.25E-06
39155,2.25E-06
16619,2.25E-06
30500,2.25E-06
43503,2.25E-06
1940,2.25E-06
7970,2.25E-06
31094,2.25E-06
31095,2.25E-06
31096,2.25E-06
31097,2.25E-06
31102,2.25E-06
31104,2.25E-06
31105,2.25E-06
66230,2.25E-06
66231,2.25E-06
30297,2.25E-06
30298,2.25E-06
30299,2.25E-06
30301,2.25E-06
44604,2.25E-06
44605,2.25E-06
44606,2.25E-06
55489,2.25E-06
9472,2.25E-06
9473,2.25E-06
9474,2.25E-06
55764,2.25E-06
55765,2.25E-06
55766,2.25E-06
53691,2.25E-06
32326,2.25E-06
37168,2.25E-06
38586,2.25E-06
15821,2.25E-06
15823,2.25E-06
59815,2.25E-06
59816,2.25E-06
32862,2.25E-06
50873,2.25E-06
12105,2.25E-06
47436,2.25E-06
47437,2.25E-06
14282,2.25E-06
27651,2.25E-06
74076,2.25E-06
41178,2.25E-06
41179,2.25E-06
41181,2.25E-06
33158,2.25E-06
5685,2.25E-06
29153,2.25E-06
38599,2.25E-06
38600,2.25E-06
38601,2.25E-06
38602,2.25E-06
38603,2.25E-06
38604,2.25E-06
38605,2.25E-06
38606,2.25E-06
38607,2.25E-06
38609,2.25E-06
38610,2.25E-06
47820,2.25E-06
47821,2.25E-06
47822,2.25E-06
33534,2.25E-06
10948,2.25E-06
27082,2.25E-06
48068,2.25E-06
48070,2.25E-06
29184,2.25E-06
40586,2.25E-06
53012,2.25E-06
5397,2.25E-06
10360,2.25E-06
8582,2.25E-06
48975,2.25E-06
48976,2.25E-06
29276,2.25E-06
29277,2.25E-06
29278,2.25E-06
37619,2.25E-06
37620,2.25E-06
37621,2.25E-06
37622,2.25E-06
33432,2.25E-06
41927,2.25E-06
50863,2.25E-06
46183,2.25E-06
26939,2.25E-06
26940,2.25E-06
26941,2.25E-06
26942,2.25E-06
20286,2.25E-06
41536,2.25E-06
41538,2.25E-06
41539,2.25E-06
41540,2.25E-06
29688,2.25E-06
29689,2.25E-06
39143,2.24E-06
43519,2.24E-06
43520,2.24E-06
6445,2.24E-06
32064,2.24E-06
44973,2.24E-06
44975,2.24E-06
44979,2.24E-06
27803,2.24E-06
10823,2.24E-06
45970,2.24E-06
45971,2.24E-06
45972,2.24E-06
45976,2.24E-06
67208,2.24E-06
67211,2.24E-06
31008,2.24E-06
31009,2.24E-06
31010,2.24E-06
62776,2.24E-06
62777,2.24E-06
27601,2.24E-06
57632,2.24E-06
32416,2.24E-06
50918,2.24E-06
50919,2.24E-06
50920,2.24E-06
50921,2.24E-06
50922,2.24E-06
50923,2.24E-06
50924,2.24E-06
50925,2.24E-06
50926,2.24E-06
50927,2.24E-06
50928,2.24E-06
50929,2.24E-06
50930,2.24E-06
50931,2.24E-06
50932,2.24E-06
50933,2.24E-06
50934,2.24E-06
50935,2.24E-06
50936,2.24E-06
50937,2.24E-06
50938,2.24E-06
50939,2.24E-06
50940,2.24E-06
50941,2.24E-06
50942,2.24E-06
50944,2.24E-06
36624,2.24E-06
35251,2.24E-06
58841,2.24E-06
11095,2.24E-06
11106,2.24E-06
2657,2.24E-06
10160,2.24E-06
38863,2.24E-06
29294,2.24E-06
30094,2.24E-06
30096,2.24E-06
30097,2.24E-06
30098,2.24E-06
17970,2.24E-06
43911,2.24E-06
33954,2.24E-06
45056,2.24E-06
55201,2.24E-06
55202,2.24E-06
44419,2.24E-06
44420,2.24E-06
44421,2.24E-06
44422,2.24E-06
41177,2.24E-06
60179,2.24E-06
60181,2.24E-06
53360,2.24E-06
20294,2.24E-06
35682,2.24E-06
56515,2.24E-06
1941,2.24E-06
9128,2.24E-06
9687,2.24E-06
11059,2.24E-06
33464,2.24E-06
33465,2.24E-06
33466,2.24E-06
33467,2.24E-06
33468,2.24E-06
17795,2.24E-06
34603,2.24E-06
56166,2.24E-06
56167,2.24E-06
56169,2.24E-06
56170,2.24E-06
56171,2.24E-06
56172,2.24E-06
56173,2.24E-06
56174,2.24E-06
56175,2.24E-06
56177,2.24E-06
56178,2.24E-06
17817,2.24E-06
17829,2.24E-06
17853,2.24E-06
17494,2.24E-06
67864,2.24E-06
67865,2.24E-06
67866,2.24E-06
67867,2.24E-06
67868,2.24E-06
67869,2.24E-06
67870,2.24E-06
67871,2.24E-06
67872,2.24E-06
67873,2.24E-06
67874,2.24E-06
40714,2.24E-06
30529,2.24E-06
30531,2.24E-06
30532,2.24E-06
17665,2.24E-06
34448,2.24E-06
34449,2.24E-06
34450,2.24E-06
71488,2.24E-06
40480,2.24E-06
40481,2.24E-06
40482,2.24E-06
51040,2.24E-06
41215,2.24E-06
33090,2.24E-06
10563,2.24E-06
55575,2.24E-06
55576,2.24E-06
55869,2.24E-06
30138,2.24E-06
30139,2.24E-06
30140,2.24E-06
30141,2.24E-06
30142,2.24E-06
30144,2.24E-06
46668,2.24E-06
61354,2.24E-06
45008,2.24E-06
49119,2.24E-06
49121,2.24E-06
49122,2.24E-06
49123,2.24E-06
49124,2.24E-06
49125,2.24E-06
49126,2.24E-06
49127,2.24E-06
49128,2.24E-06
49129,2.24E-06
49130,2.24E-06
49131,2.24E-06
49132,2.24E-06
22857,2.24E-06
42978,2.24E-06
42979,2.24E-06
42980,2.24E-06
42981,2.24E-06
42982,2.24E-06
42984,2.24E-06
42985,2.24E-06
42986,2.24E-06
42987,2.24E-06
10785,2.24E-06
35913,2.24E-06
35914,2.24E-06
35916,2.24E-06
35917,2.24E-06
30008,2.24E-06
62409,2.24E-06
56877,2.24E-06
11740,2.24E-06
11741,2.24E-06
59552,2.24E-06
39217,2.24E-06
72110,2.24E-06
40855,2.24E-06
31875,2.24E-06
53290,2.24E-06
53291,2.24E-06
12678,2.24E-06
10961,2.24E-06
10963,2.24E-06
10966,2.24E-06
53163,2.24E-06
53164,2.24E-06
53165,2.24E-06
53166,2.24E-06
53169,2.24E-06
53171,2.24E-06
59613,2.24E-06
59614,2.24E-06
59615,2.24E-06
59617,2.24E-06
64650,2.24E-06
44159,2.24E-06
51417,2.24E-06
20241,2.24E-06
40640,2.24E-06
41435,2.24E-06
41436,2.24E-06
41437,2.24E-06
41438,2.24E-06
41439,2.24E-06
41442,2.24E-06
41443,2.24E-06
41444,2.24E-06
41445,2.24E-06
41446,2.24E-06
41447,2.24E-06
41450,2.24E-06
41452,2.24E-06
41453,2.24E-06
41456,2.24E-06
41457,2.24E-06
41458,2.24E-06
41459,2.24E-06
41460,2.24E-06
41461,2.24E-06
41462,2.24E-06
42934,2.24E-06
42943,2.24E-06
42944,2.24E-06
21493,2.24E-06
16353,2.24E-06
25916,2.24E-06
52983,2.24E-06
45863,2.24E-06
45865,2.24E-06
39775,2.24E-06
37692,2.24E-06
28438,2.24E-06
28439,2.24E-06
15554,2.24E-06
5599,2.24E-06
4504,2.24E-06
35615,2.24E-06
35616,2.24E-06
24265,2.24E-06
57077,2.24E-06
22700,2.24E-06
40214,2.24E-06
41239,2.24E-06
46378,2.24E-06
46379,2.24E-06
22943,2.24E-06
15976,2.24E-06
7123,2.24E-06
12602,2.24E-06
13268,2.24E-06
13287,2.24E-06
13290,2.24E-06
13294,2.24E-06
13295,2.24E-06
13296,2.24E-06
13297,2.24E-06
13298,2.24E-06
13301,2.24E-06
13313,2.24E-06
13315,2.24E-06
13316,2.24E-06
13317,2.24E-06
13318,2.24E-06
13630,2.24E-06
29210,2.24E-06
74880,2.24E-06
74881,2.24E-06
74882,2.24E-06
74883,2.24E-06
74884,2.24E-06
35288,2.24E-06
47163,2.23E-06
49702,2.23E-06
42147,2.23E-06
45170,2.23E-06
40338,2.23E-06
18272,2.23E-06
36353,2.23E-06
13224,2.23E-06
13225,2.23E-06
32587,2.23E-06
38571,2.23E-06
38572,2.23E-06
38573,2.23E-06
38575,2.23E-06
38576,2.23E-06
22747,2.23E-06
22748,2.23E-06
22749,2.23E-06
22750,2.23E-06
22752,2.23E-06
22755,2.23E-06
22756,2.23E-06
22760,2.23E-06
22763,2.23E-06
22767,2.23E-06
22768,2.23E-06
22782,2.23E-06
22783,2.23E-06
22785,2.23E-06
22788,2.23E-06
22791,2.23E-06
22797,2.23E-06
22798,2.23E-06
22799,2.23E-06
22802,2.23E-06
22806,2.23E-06
22808,2.23E-06
22811,2.23E-06
22814,2.23E-06
22817,2.23E-06
22820,2.23E-06
22822,2.23E-06
22824,2.23E-06
27454,2.23E-06
49447,2.23E-06
49448,2.23E-06
49449,2.23E-06
49451,2.23E-06
49454,2.23E-06
49456,2.23E-06
49457,2.23E-06
16062,2.23E-06
19069,2.23E-06
50005,2.23E-06
50006,2.23E-06
5704,2.23E-06
30224,2.23E-06
30226,2.23E-06
48468,2.23E-06
44208,2.23E-06
17372,2.23E-06
17374,2.23E-06
45606,2.23E-06
33321,2.23E-06
39062,2.23E-06
39063,2.23E-06
39065,2.23E-06
39066,2.23E-06
39070,2.23E-06
39071,2.23E-06
39072,2.23E-06
39073,2.23E-06
39076,2.23E-06
39077,2.23E-06
39078,2.23E-06
24704,2.23E-06
56072,2.23E-06
56073,2.23E-06
56074,2.23E-06
7745,2.23E-06
21832,2.23E-06
39009,2.23E-06
46939,2.23E-06
58325,2.23E-06
57064,2.23E-06
57066,2.23E-06
57068,2.23E-06
57069,2.23E-06
57070,2.23E-06
57072,2.23E-06
57073,2.23E-06
35225,2.23E-06
46420,2.23E-06
52883,2.23E-06
52884,2.23E-06
52886,2.23E-06
52887,2.23E-06
52888,2.23E-06
71410,2.23E-06
52117,2.23E-06
3093,2.23E-06
3095,2.23E-06
49320,2.23E-06
51481,2.23E-06
34695,2.23E-06
34696,2.23E-06
34699,2.23E-06
34702,2.23E-06
34703,2.23E-06
34705,2.23E-06
34706,2.23E-06
34707,2.23E-06
34708,2.23E-06
34709,2.23E-06
53935,2.23E-06
53937,2.23E-06
35910,2.23E-06
19936,2.23E-06
54327,2.23E-06
48006,2.23E-06
35900,2.23E-06
51688,2.23E-06
51689,2.23E-06
41947,2.23E-06
49487,2.23E-06
50533,2.23E-06
38076,2.23E-06
53714,2.23E-06
45642,2.23E-06
45643,2.23E-06
45648,2.23E-06
17148,2.23E-06
55700,2.23E-06
47446,2.23E-06
47447,2.23E-06
41985,2.23E-06
41987,2.23E-06
26106,2.23E-06
55904,2.23E-06
55905,2.23E-06
55906,2.23E-06
55907,2.23E-06
55908,2.23E-06
55909,2.23E-06
55910,2.23E-06
55911,2.23E-06
55912,2.23E-06
55913,2.23E-06
46315,2.23E-06
54173,2.23E-06
17380,2.23E-06
17381,2.23E-06
4586,2.23E-06
7389,2.23E-06
10850,2.23E-06
12010,2.23E-06
12471,2.23E-06
12473,2.23E-06
12476,2.23E-06
12478,2.23E-06
12479,2.23E-06
12486,2.23E-06
12488,2.23E-06
12491,2.23E-06
12493,2.23E-06
12508,2.23E-06
18339,2.23E-06
33234,2.23E-06
42367,2.23E-06
52136,2.23E-06
72309,2.23E-06
72310,2.23E-06
72311,2.23E-06
72312,2.23E-06
72313,2.23E-06
72314,2.23E-06
72315,2.23E-06
72316,2.23E-06
72318,2.23E-06
72319,2.23E-06
72320,2.23E-06
72324,2.23E-06
72326,2.23E-06
72328,2.23E-06
72329,2.23E-06
72330,2.23E-06
72331,2.23E-06
72332,2.23E-06
72336,2.23E-06
72338,2.23E-06
72339,2.23E-06
72340,2.23E-06
72341,2.23E-06
72343,2.23E-06
72344,2.23E-06
26664,2.23E-06
2849,2.23E-06
38965,2.23E-06
30710,2.23E-06
36193,2.23E-06
42452,2.23E-06
42454,2.23E-06
42459,2.23E-06
3653,2.23E-06
36397,2.23E-06
15224,2.23E-06
32706,2.23E-06
3613,2.23E-06
4641,2.23E-06
46807,2.23E-06
46808,2.23E-06
46809,2.23E-06
29548,2.23E-06
20360,2.23E-06
21853,2.23E-06
26233,2.23E-06
39218,2.23E-06
39219,2.23E-06
39220,2.23E-06
39222,2.23E-06
39223,2.23E-06
39225,2.23E-06
39226,2.23E-06
39227,2.23E-06
39228,2.23E-06
39229,2.23E-06
39230,2.23E-06
39232,2.23E-06
39233,2.23E-06
22727,2.23E-06
41720,2.23E-06
49229,2.23E-06
43532,2.23E-06
43533,2.23E-06
43534,2.23E-06
43535,2.23E-06
43536,2.23E-06
8535,2.23E-06
12518,2.23E-06
13874,2.23E-06
21496,2.23E-06
21500,2.23E-06
21501,2.23E-06
21503,2.23E-06
21504,2.23E-06
21505,2.23E-06
21507,2.23E-06
21509,2.23E-06
21510,2.23E-06
21517,2.23E-06
21519,2.23E-06
21535,2.23E-06
25015,2.23E-06
34014,2.23E-06
73086,2.23E-06
74927,2.23E-06
74928,2.23E-06
74929,2.23E-06
74930,2.23E-06
74931,2.23E-06
74932,2.23E-06
74933,2.23E-06
14462,2.23E-06
34423,2.23E-06
41849,2.23E-06
41850,2.23E-06
41851,2.23E-06
41852,2.23E-06
41853,2.23E-06
41854,2.23E-06
61095,2.23E-06
53585,2.23E-06
53587,2.23E-06
53588,2.23E-06
55380,2.23E-06
28528,2.23E-06
28529,2.23E-06
28532,2.23E-06
28533,2.23E-06
39127,2.23E-06
5971,2.23E-06
26638,2.23E-06
27884,2.23E-06
32196,2.23E-06
46597,2.23E-06
46608,2.23E-06
46611,2.23E-06
46613,2.23E-06
46614,2.23E-06
46615,2.23E-06
46620,2.23E-06
43359,2.23E-06
43360,2.23E-06
43361,2.23E-06
43362,2.23E-06
43363,2.23E-06
6453,2.23E-06
8310,2.23E-06
52558,2.23E-06
27622,2.23E-06
45019,2.23E-06
45021,2.23E-06
10162,2.22E-06
34047,2.22E-06
34049,2.22E-06
17497,2.22E-06
37560,2.22E-06
49139,2.22E-06
49140,2.22E-06
49141,2.22E-06
49142,2.22E-06
49143,2.22E-06
49144,2.22E-06
56325,2.22E-06
56326,2.22E-06
56327,2.22E-06
43126,2.22E-06
43127,2.22E-06
44768,2.22E-06
44665,2.22E-06
44666,2.22E-06
57740,2.22E-06
57741,2.22E-06
57742,2.22E-06
57743,2.22E-06
